,course_title,course_organization,course_URL,course_rating,course_difficulty,course_duration,course_review_count,course_skills
904,"Graph Search, Shortest Paths, and Data Structures",Stanford University,/learn/algorithms-graphs-data-structures,4.8,Intermediate,1 - 4 Weeks,2000,"Algorithms, Data Structures, Mathematics, Theoretical Computer Science, Computer Programming, Graph Theory, Problem Solving, Computational Thinking, Critical Thinking, Software Engineering"
905,Introduction aux Droits de l’Homme,University of Geneva,/learn/droits-de-lhomme,4.9,Mixed,1 - 3 Months,1600,
906,Environmental Management & Ethics,Technical University of Denmark (DTU),/learn/environmental-management-ethics,4.6,Mixed,1 - 3 Months,350,Leadership and Management
907,إدارة الفعاليات | Events Management,Alfaisal University | KLD,/learn/events-management,4.4,Beginner,1 - 3 Months,42,"Leadership and Management, Business Process Management, Creativity, Customer Analysis, Human Resources Operations, Marketing, Planning, Project Management, Public Relations, Risk Management"
908,Introduction to Key Constitutional Concepts and Supreme Court Cases,University of Pennsylvania,/learn/constitution,4.8,Beginner,1 - 4 Weeks,1200,
909,Generative Pre-trained Transformers (GPT),University of Glasgow ,/learn/chatgpt,,Intermediate,1 - 4 Weeks,0,"Machine Learning, Natural Language Processing, Python Programming"
910,Principles of Public Relations,University of Colorado Boulder,/learn/principles-of-public-relations,4.7,Beginner,1 - 3 Months,329,"Brand Management, Communication, Leadership and Management, Media Strategy & Planning, Public Relations, Strategy, Marketing, Planning, Strategy and Operations, Business Communication"
911,L'excellence opérationnelle en pratique,ESSEC Business School,/learn/excellence-operationnelle,4.7,Beginner,1 - 4 Weeks,597,"Leadership and Management, Operations Management, Project Management, Strategy and Operations, Business Process Management, Organizational Development, Performance Management, Strategy, Change Management, Problem Solving"
912,Supervision du raisonnement clinique,University of Geneva,/learn/supervision-raisonnement-clinique,4.8,Beginner,1 - 3 Months,76,
913,Creative Problem Solving,University of Minnesota,/learn/creative-problem-solving,4.4,Mixed,1 - 4 Weeks,2300,"Creativity, Critical Thinking, Innovation, People Development, Problem Solving, Adaptability, Strategy and Operations, People Analysis"
914,Julia Scientific Programming,University of Cape Town,/learn/julia-programming,4.4,Beginner,1 - 4 Weeks,422,"Computer Programming, Mathematics, Other Programming Languages, Computational Thinking, Data Visualization, Programming Principles"
915,Copyright for Educators & Librarians,Duke University,/learn/copyright-for-education,4.8,Mixed,1 - 3 Months,540,
916,Assessment for Data Analysis and Visualization Foundations,IBM,/learn/data-analysis-visualization-foundations-assessment,4.5,Beginner,1 - 4 Weeks,166,"Data Analysis, Microsoft Excel"
917,La Philanthropie : Comprendre et Agir,ESSEC Business School,/learn/philanthropie,4.8,Mixed,1 - 4 Weeks,121,"Business Psychology, Communication, Decision Making, Leadership and Management, Strategy, Strategy and Operations, Business Analysis, Business Development, Design and Product, Planning, Culture"
918,ADHD: Everyday Strategies for Elementary Students,University at Buffalo,/learn/adhd-treatment,4.7,Beginner,1 - 4 Weeks,2100,Strategy
919,What future for education?,University of London,/learn/future-education,4.7,Mixed,1 - 3 Months,725,"Critical Thinking, Human Learning, Writing"
920,"Digital Media for Health Outcomes, English",Yale University,/learn/digital-media-health-outcomes-english,5.0,Intermediate,1 - 3 Months,24,Communication
921,Financial Analysis of Organizations,University of Illinois at Urbana-Champaign,/learn/financial-analysis-of-organizations,4.5,Beginner,1 - 4 Weeks,48,"Accounts Payable and Receivable, Financial Accounting, Finance, Account Management, Business Analysis, Financial Analysis, General Accounting, Accounting, Cost Accounting, Generally Accepted Accounting Principles (GAAP), Management Accounting"
922,Introduction to GIS Mapping,University of Toronto,/learn/introduction-gis-mapping,4.9,Beginner,1 - 3 Months,2000,"GIS Software, ArcGIS, Geovisualization"
923,5G for Everyone,Qualcomm Wireless Academy,/learn/5g-training-qualcomm,4.8,Beginner,1 - 3 Months,312,"Internet Of Things, Software-Defined Networking, Networking Hardware, Cloud Applications"
924,Introduction to iOS Mobile Application Development,Meta,/learn/introduction-to-ios-mobile-application-development,4.7,Beginner,1 - 4 Weeks,687,"Application Development, Computer Programming, Mobile Development, Mobile Development Tools, iOS Development, Computer Programming Tools, Software Engineering, Software Engineering Tools, User Experience Design, Swift Programming"
925,Foundations of Career Navigating and Coaching,Goodwill Industries International,/learn/foundations-of-career-navigating-and-coaching,4.7,Beginner,1 - 4 Weeks,76,"Critical Thinking, Customer Relationship Management, Customer Success, Human Learning, People Management, Problem Solving, Professional Development"
926,Management Fundamentals,University of Pennsylvania,/learn/management-fundamentals-healthcare-administrators,4.7,Beginner,1 - 4 Weeks,474,"Leadership and Management, People Management, Business Process Management, Business Psychology, Leadership Development, Operations Management, People Analysis, Performance Management, Strategy, Strategy and Operations"
927,Developing Innovative Ideas for Product Leaders,"University of Maryland, College Park",/learn/developing-innovative-ideas-for-product-leaders,4.4,Beginner,1 - 4 Weeks,131,"Entrepreneurship, Leadership and Management, Strategy and Operations, Marketing, Research and Design, Sales, Strategy, Business Psychology, Market Analysis, Market Research, Product Management, Innovation"
928,Israel State and Society,Hebrew University of Jerusalem,/learn/israel,4.7,Beginner,3 - 6 Months,349,Culture
929,Success,University of Pennsylvania,/learn/wharton-success,4.8,Beginner,1 - 4 Weeks,1100,"Communication, Critical Thinking, Human Learning, People Analysis, Professional Development"
930,Global Energy and Climate Policy,University of London,/learn/globalenergyandclimatepolicy,4.7,Beginner,1 - 3 Months,609,
931,IELTS Writing Section Skills Mastery,"University of California, Irvine",/learn/ielts-writing,4.6,Beginner,1 - 4 Weeks,954,
932,Bases de la planification et de la gestion de projet,University of Virginia,/learn/uva-darden-project-management-fr,4.7,Beginner,1 - 4 Weeks,104,"Leadership and Management, Planning, Project Management, Risk Management, Entrepreneurship, Strategy, Strategy and Operations"
933,Financial Statement and Ratio Analysis for Accountants,University of Illinois at Urbana-Champaign,/learn/financial-statement-ratio-analysis-accountants,4.8,Intermediate,1 - 3 Months,30,"Accounting, Financial Accounting, Financial Analysis"
934,"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Ludwig-Maximilians-Universität München (LMU),/learn/computers-waves-simulations,4.7,Intermediate,1 - 3 Months,337,"Differential Equations, Mathematical Theory & Analysis, Mathematics, Computer Programming, Python Programming, Problem Solving, Applied Mathematics, Computational Thinking, Programming Principles, Scientific Visualization"
935,"Applied Public History: Places, People, Stories",University of London,/learn/uol-public-history,4.8,Beginner,1 - 3 Months,79,Communication
936,First Order Optical System Design,University of Colorado Boulder,/learn/first-order-optical-system-design,4.3,Advanced,1 - 3 Months,299,Systems Design
937,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,University of Pennsylvania,/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,4.6,Mixed,1 - 4 Weeks,1400,"BlockChain, FinTech, Finance, Cryptography, Investment Management, Algorithms, Innovation, Payments, System Security, Systems Design"
938,Single Page Web Applications with AngularJS,Johns Hopkins University,/learn/single-page-web-apps-with-angularjs,4.9,Intermediate,1 - 3 Months,1900,"Angular, Javascript, Web Development"
939,Advanced Search Engine Optimization Strategies,"University of California, Davis",/learn/seo-strategies,4.5,Intermediate,1 - 4 Weeks,533,"Marketing, Search Engine Optimization, Digital Marketing, Data Analysis"
940,Herramientas de la Economía Circular,Universidad de los Andes,/learn/herramientas-de-la-economa-circular,4.8,Beginner,1 - 3 Months,98,"Strategy and Operations, Calculus, Operations Management, Process Analysis, Product Management, Strategy, Systems Design"
941,"Algorithms for Searching, Sorting, and Indexing",University of Colorado Boulder,/learn/algorithms-searching-sorting-indexing,4.7,Intermediate,1 - 4 Weeks,275,"Theoretical Computer Science, Algorithms, Data Structures, Computer Programming, Python Programming"
942,"Diversity, Equity & Inclusion","Automatic Data Processing, Inc. (ADP)",/learn/diversity-equity-inclusion,4.8,Beginner,1 - 4 Weeks,12,"Leadership and Management, Strategy and Operations"
943,Macroeconomics for Business Management,Fundação Instituto de Administração,/learn/macroeconomics-for-business-management,4.8,Beginner,1 - 4 Weeks,323,"Business Development, Finance, Financial Analysis, Investment Management, Strategy, Business Analysis, Decision Making, Financial Accounting, Market Analysis, Taxes"
944,Effective Programming in Scala,École Polytechnique Fédérale de Lausanne,/learn/effective-scala,4.7,Intermediate,1 - 3 Months,147,"Computer Programming, Scala Programming, Software Testing"
945,The Sustainability Imperative,University of Colorado Boulder,/learn/the-sustainability-imperative,4.9,Beginner,1 - 3 Months,27,
946,Finance for Managers,IESE Business School,/learn/operational-finance,4.8,Mixed,1 - 4 Weeks,895,"Accounting, Finance, Financial Accounting, Financial Management, Management Accounting, Financial Analysis, Leadership and Management"
947,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",/learn/materials-science,4.7,Mixed,1 - 3 Months,4300,
948,Compliance and Risk Management,HRCI,/learn/compliance-and-risk-management,4.4,Beginner,1 - 3 Months,13,"Leadership and Management, Risk Management"
949,Foundations of Healthcare Systems Engineering,Johns Hopkins University,/learn/foundations-of-healthcare-systems-engineering,4.7,Mixed,1 - 4 Weeks,239,
950,Marketing e vendas B2B: Fechando novos negócios,Universidade de São Paulo,/learn/marketing-vendas-b2b,4.8,Beginner,1 - 4 Weeks,403,"B2B Sales, Marketing, Sales, Communication, Customer Success, Digital Marketing, Strategy, Customer Relationship Management, E-Commerce, Strategy and Operations"
951,Financial Accounting: Foundations,University of Illinois at Urbana-Champaign,/learn/financial-accounting-basics,4.7,Beginner,1 - 3 Months,4300,"Account Management, Accounting, Accounts Payable and Receivable, Cost Accounting, Finance, Financial Accounting, Financial Analysis, Financial Management, General Accounting, Management Accounting"
952,Power and Foreign Policy in International Relations,O.P. Jindal Global University,/learn/power-and-foreign-policy-in-international-relations,4.7,Beginner,1 - 3 Months,45,
953,Costos para los Negocios,Universidad de Chile,/learn/costosparanegocios,4.9,Intermediate,1 - 3 Months,2300,"Accounting, Cost Accounting, Finance, Operational Analysis, Process Analysis, Calculus, Marketing, Planning, Product Management, Strategy and Operations"
954,Fashion Design,"Parsons School of Design, The New School",/learn/fashion-design-process,4.7,Intermediate,1 - 4 Weeks,202,"Collaboration, Innovation, Research and Design, Design and Product, Interactive Design, Leadership and Management, Culture, Forecasting, Product Design, Visual Design"
955,Sports and Society,Duke University,/learn/sports-society,4.8,Mixed,1 - 3 Months,1200,
956,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,/learn/social-innovation,4.8,Beginner,1 - 3 Months,1500,"Critical Thinking, Innovation, Leadership and Management, Organizational Development, People Analysis, Research and Design, Strategy, Creativity, Entrepreneurship, People Development, Problem Solving"
957,Fundamentals of Red Hat Enterprise Linux,Red Hat,/learn/fundamentals-of-red-hat-enterprise-linux,4.8,Beginner,1 - 3 Months,846,
958,Building AI Applications with Watson APIs,IBM,/learn/building-ai-applications,4.3,Intermediate,1 - 3 Months,701,"Cloud API, Cloud Applications, Cloud Computing, Computer Programming, Computer Programming Tools, IBM Cloud, Machine Learning, Python Programming, Cloud-Based Integration, Software As A Service"
959,"Project Lifecycle, Information Sharing, and Risk Management",SkillUp EdTech,/learn/project-lifecycle-information-sharing-risk-management,4.5,Beginner,1 - 3 Months,30,"Project Management, Risk Management"
960,Blockchain Basics,University at Buffalo,/learn/blockchain-basics,4.6,Beginner,1 - 4 Weeks,7400,"BlockChain, Cryptography, Algorithms, Problem Solving, System Security, Critical Thinking, Payments, Research and Design, Security Strategy, Theoretical Computer Science"
961,Decision-Making and Scenarios,University of Pennsylvania,/learn/wharton-decision-making-scenarios,4.6,Mixed,1 - 4 Weeks,1700,"Finance, Financial Accounting, Financial Analysis, Accounting, Business Analysis, Cash Management, Decision Making, General Accounting, Forecasting, Investment Management, Leadership and Management"
962,From Climate Science to Action,The World Bank Group,/learn/climate-science,4.7,Beginner,1 - 4 Weeks,385,
963,Introduction to Data Analysis Using Excel,Rice University,/learn/excel-data-analysis,4.7,Mixed,1 - 4 Weeks,10100,"Business Analysis, Data Analysis, Spreadsheet Software, Statistical Analysis, Data Visualization, Plot (Graphics), Statistical Visualization, Microsoft Excel"
